Index,Col1,Col2,Col3,Date,Col4,Col5,Col6,Col7,Col8,Col9,Col10,Col11,Col12,Col13,Col14,Col15,Col16,Col17,Col18,Col19,Col20,Col21,Col22,Col23,Col24,Col25
,137559,237559,337559,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137560,237560,337560,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137561,237561,337561,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137562,237562,337562,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137563,237563,337563,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137564,237564,337564,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137565,237565,337565,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137566,237566,337566,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137567,237567,337567,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137568,237568,337568,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137569,237569,337569,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137570,237570,337570,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137571,237571,337571,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137572,237572,337572,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137573,237573,337573,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137574,237574,337574,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137575,237575,337575,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137576,237576,337576,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137577,237577,337577,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137578,237578,337578,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137579,237579,337579,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137580,237580,337580,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137581,237581,337581,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137582,237582,337582,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137583,237583,337583,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137584,237584,337584,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137585,237585,337585,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137586,237586,337586,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137587,237587,337587,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137588,237588,337588,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137589,237589,337589,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137590,237590,337590,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137591,237591,337591,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137592,237592,337592,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137593,237593,337593,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137594,237594,337594,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137595,237595,337595,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137596,237596,337596,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137597,237597,337597,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137598,237598,337598,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137599,237599,337599,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137600,237600,337600,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137601,237601,337601,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137602,237602,337602,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137603,237603,337603,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137604,237604,337604,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137605,237605,337605,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137606,237606,337606,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137607,237607,337607,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137608,237608,337608,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137609,237609,337609,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137610,237610,337610,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137611,237611,337611,2019-01-03,,,,,,,,,,,,,,,,,,,,,,
,137612,237612,337612,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137613,237613,337613,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137614,237614,337614,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137615,237615,337615,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137616,237616,337616,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137617,237617,337617,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137618,237618,337618,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137619,237619,337619,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137620,237620,337620,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137621,237621,337621,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137622,237622,337622,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137623,237623,337623,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137624,237624,337624,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137625,237625,337625,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137626,237626,337626,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137627,237627,337627,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137628,237628,337628,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137629,237629,337629,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137630,237630,337630,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137631,237631,337631,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137632,237632,337632,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137633,237633,337633,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137634,237634,337634,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137635,237635,337635,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137636,237636,337636,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137637,237637,337637,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137638,237638,337638,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137639,237639,337639,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137640,237640,337640,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137641,237641,337641,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137642,237642,337642,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137643,237643,337643,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137644,237644,337644,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137645,237645,337645,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137646,237646,337646,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137647,237647,337647,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137648,237648,337648,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137649,237649,337649,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137650,237650,337650,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137651,237651,337651,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137652,237652,337652,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137653,237653,337653,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137654,237654,337654,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137655,237655,337655,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137656,237656,337656,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137657,237657,337657,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137658,237658,337658,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137659,237659,337659,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137660,237660,337660,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137661,237661,337661,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137662,237662,337662,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137663,237663,337663,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137664,237664,337664,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137665,237665,337665,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137666,237666,337666,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137667,237667,337667,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137668,237668,337668,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137669,237669,337669,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137670,237670,337670,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137671,237671,337671,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137672,237672,337672,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137673,237673,337673,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137674,237674,337674,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137675,237675,337675,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137676,237676,337676,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137677,237677,337677,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137678,237678,337678,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137679,237679,337679,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137680,237680,337680,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137681,237681,337681,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137682,237682,337682,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137683,237683,337683,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137684,237684,337684,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137685,237685,337685,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137686,237686,337686,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137687,237687,337687,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137688,237688,337688,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137689,237689,337689,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137690,237690,337690,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137691,237691,337691,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137692,237692,337692,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137693,237693,337693,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137694,237694,337694,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137695,237695,337695,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137696,237696,337696,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137697,237697,337697,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137698,237698,337698,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137699,237699,337699,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137700,237700,337700,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137701,237701,337701,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137702,237702,337702,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137703,237703,337703,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137704,237704,337704,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137705,237705,337705,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137706,237706,337706,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137707,237707,337707,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137708,237708,337708,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137709,237709,337709,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137710,237710,337710,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137711,237711,337711,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137712,237712,337712,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137713,237713,337713,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137714,237714,337714,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137715,237715,337715,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137716,237716,337716,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137717,237717,337717,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137718,237718,337718,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137719,237719,337719,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137720,237720,337720,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137721,237721,337721,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137722,237722,337722,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137723,237723,337723,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137724,237724,337724,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137725,237725,337725,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137726,237726,337726,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137727,237727,337727,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137728,237728,337728,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137729,237729,337729,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137730,237730,337730,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137731,237731,337731,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137732,237732,337732,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137733,237733,337733,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137734,237734,337734,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137735,237735,337735,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137736,237736,337736,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137737,237737,337737,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137738,237738,337738,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137739,237739,337739,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137740,237740,337740,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137741,237741,337741,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137742,237742,337742,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137743,237743,337743,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137744,237744,337744,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137745,237745,337745,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137746,237746,337746,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137747,237747,337747,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137748,237748,337748,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137749,237749,337749,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137750,237750,337750,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137751,237751,337751,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137752,237752,337752,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137753,237753,337753,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137754,237754,337754,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137755,237755,337755,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137756,237756,337756,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137757,237757,337757,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137758,237758,337758,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137759,237759,337759,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137760,237760,337760,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137761,237761,337761,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137762,237762,337762,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137763,237763,337763,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137764,237764,337764,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137765,237765,337765,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137766,237766,337766,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137767,237767,337767,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137768,237768,337768,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137769,237769,337769,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137770,237770,337770,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137771,237771,337771,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137772,237772,337772,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137773,237773,337773,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137774,237774,337774,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137775,237775,337775,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137776,237776,337776,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137777,237777,337777,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137778,237778,337778,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137779,237779,337779,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137780,237780,337780,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137781,237781,337781,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137782,237782,337782,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137783,237783,337783,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137784,237784,337784,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137785,237785,337785,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137786,237786,337786,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137787,237787,337787,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137788,237788,337788,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137789,237789,337789,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137790,237790,337790,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137791,237791,337791,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137792,237792,337792,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137793,237793,337793,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137794,237794,337794,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137795,237795,337795,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137796,237796,337796,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137797,237797,337797,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137798,237798,337798,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137799,237799,337799,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137800,237800,337800,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137801,237801,337801,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137802,237802,337802,2019-01-01,,,,,,,,,,,,,,,,,,,,,,
,137803,237803,337803,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137804,237804,337804,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137805,237805,337805,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137806,237806,337806,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137807,237807,337807,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137808,237808,337808,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137809,237809,337809,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137810,237810,337810,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137811,237811,337811,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137812,237812,337812,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137813,237813,337813,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137814,237814,337814,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137815,237815,337815,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137816,237816,337816,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137817,237817,337817,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137818,237818,337818,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137819,237819,337819,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137820,237820,337820,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137821,237821,337821,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137822,237822,337822,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137823,237823,337823,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137824,237824,337824,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137825,237825,337825,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137826,237826,337826,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137827,237827,337827,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137828,237828,337828,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137829,237829,337829,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137830,237830,337830,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137831,237831,337831,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137832,237832,337832,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137833,237833,337833,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137834,237834,337834,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137835,237835,337835,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137836,237836,337836,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137837,237837,337837,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137838,237838,337838,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137839,237839,337839,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137840,237840,337840,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137841,237841,337841,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137842,237842,337842,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137843,237843,337843,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137844,237844,337844,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137845,237845,337845,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137846,237846,337846,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137847,237847,337847,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137848,237848,337848,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137849,237849,337849,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137850,237850,337850,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137851,237851,337851,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137852,237852,337852,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137853,237853,337853,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137854,237854,337854,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137855,237855,337855,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137856,237856,337856,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137857,237857,337857,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137858,237858,337858,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137859,237859,337859,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137860,237860,337860,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137861,237861,337861,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137862,237862,337862,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137863,237863,337863,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137864,237864,337864,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137865,237865,337865,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137866,237866,337866,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137867,237867,337867,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137868,237868,337868,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137869,237869,337869,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137870,237870,337870,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137871,237871,337871,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137872,237872,337872,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137873,237873,337873,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137874,237874,337874,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137875,237875,337875,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137876,237876,337876,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137877,237877,337877,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137878,237878,337878,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137879,237879,337879,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137880,237880,337880,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137881,237881,337881,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137882,237882,337882,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137883,237883,337883,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137884,237884,337884,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137885,237885,337885,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137886,237886,337886,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137887,237887,337887,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137888,237888,337888,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137889,237889,337889,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137890,237890,337890,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137891,237891,337891,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137892,237892,337892,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137893,237893,337893,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137894,237894,337894,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137895,237895,337895,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137896,237896,337896,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137897,237897,337897,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137898,237898,337898,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137899,237899,337899,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137900,237900,337900,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137901,237901,337901,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137902,237902,337902,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137903,237903,337903,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137904,237904,337904,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137905,237905,337905,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137906,237906,337906,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137907,237907,337907,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137908,237908,337908,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137909,237909,337909,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137910,237910,337910,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137911,237911,337911,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137912,237912,337912,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137913,237913,337913,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
,137914,237914,337914,2019-01-02,,,,,,,,,,,,,,,,,,,,,,
