"ID","Title","Created By","Created On","Estimate","Expected Result","Forecast","Module","Owner","Preconditions","Priority","References","Release","Section","Section Description","Steps","Steps","Steps (Additional Info)","Steps (Expected Result)","Steps (References)","Steps (Shared step ID)","Steps (Step)","Suite","Suite ID","TC Status","Type","Updated By","Updated On"
"C21937875","Verify that git pull updates the assets even when it is added to the git ignore file","Dinesh Babu","5/30/2023 7:16 AM","","The assets should be updated","32s","GitHub","Pavan V","Assets modified remotely and added to gitignore","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Git Pull","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C21937876","Verify that when the gitignore file is untracked, tracked, modified locally, modified remotely it still ignores the assets added in it","Dinesh Babu","5/30/2023 7:16 AM","","1. The asset added to the gitignore should not be displayed in the commit changes pop up","","GitHub","Dinesh Babu","Gitignore is untracked","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," Manual","UI","Dinesh Babu","7/21/2023 12:00 PM"
"C21937877","Verify that when checking out a repo that has more than 1000 files to a project that have assets, after the error message the existing files in the project are not deleted","Dinesh Babu","5/30/2023 7:16 AM","","1. Exisitng assets in the project should not be deleted","43s","GitHub","Pavan V","Checking out a repo from an existing project that is connected to the repo","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the dropdown and select checkout out from git repo
4. Select a repo and branch
5. Click on Git checkout button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C21937878","Verify user is able to commit more that 100 files without getting timeout issues","Dinesh Babu","5/30/2023 7:16 AM","","1. All the assets should be commited and tracked to git","114s","GitHub","Pavan V","100 untracked assets in the project","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the commit to repo button from git icon
4. Click on the commit button from Commit changes pop up","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:54 AM"
"C21937879","GHES: Verify that multiple expression is supported by the gitignore file such that it ignores all the assets or asset types added in gitignore","Dinesh Babu","5/30/2023 7:16 AM","","1. All the assets added to the gitignore should not be displayed in the commit changes pop up","","GitHub","Pavan V","*.slp
debug[0-9].txt
IgnoreTask.slt","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C21937880","GHES:Verify when an asset type is added to ignore in the gitignore file all those asset types  are shown in the commit changes pop up","Dinesh Babu","5/30/2023 7:16 AM","","1. All the asset type added to the gitignore should be displayed in the commit changes pop up","","GitHub","Pavan V","!important.log","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C21937881","GHES:Verify that the ignored assets are shown in the commit changes pop up once after deleting the git ignore file from the project","Dinesh Babu","5/30/2023 7:16 AM","","1. All the assets added to the gitignore should be displayed in the commit changes pop up","","GitHub","Pavan V","Gitignore file with expressions is deleted from the project","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C21937882","GHES:Verify that when an asset is in modified locally, modified remotely or having a conflict status is not ignored and shows in the commit changes pop up when the asset type is added in gitignore file","Dinesh Babu","5/30/2023 7:16 AM","","1. The modified asset added to the gitignore should be displayed in the commit changes pop up","","GitHub","Pavan V","Tracked asset is modified and the asset is added to gitignore file","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C21937883","GHES:Verify that when an asset or asset type that is added in gitignore is removed it shows up in the commit changes popup","Dinesh Babu","5/30/2023 7:16 AM","","1. All the assets that are removed from  the gitignore should be displayed in the commit changes pop up","","GitHub","Dinesh Babu","Asset or Asset type added to the gitignore file is removed","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," To Be Automated","UI","Dinesh Babu","6/12/2023 11:00 AM"
"C21937884","GHES:Verify that when a tracked asset is untracked it is not shown in commit changes pop up when it is added to gitignore","Dinesh Babu","5/30/2023 7:16 AM","","1. The modified asset added to the gitignore should not be displayed in the commit changes pop up","","GitHub","Pavan V","Tracked asset is removed and untracked and added to gitignore","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C21937885","GHES:Verify that when an asset is in add or remove status it is shown in the commit changes pop up when the asset is added in the gitignore file","Dinesh Babu","5/30/2023 7:16 AM","","1. The asset added to the gitignore should be displayed in the commit changes pop up","","GitHub","Pavan V","Asset in add or remove status added to gitignore","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C21937886","GHES:Verfiy if only modified assets are shown in commit to changes pop up when all the untracked files are added to gitignore","Dinesh Babu","5/30/2023 7:16 AM","","1. The modified assets  should only be displayed in the commit changes pop up","","GitHub","Pavan V","All untracked files added to gitignore","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C21937887","GHES:Verfiy that when all files are added to gitignore, work tree clean nothing to commit message is displayed","Dinesh Babu","5/30/2023 7:17 AM","","1. The work tree clean message should be displayed","","GitHub","Pavan V","All the assets in project added to gitignore","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C21937888","GHES:Verify that git pull updates the assets even when it is added to the git ignore file","Dinesh Babu","5/30/2023 7:17 AM","","The assets should be updated","","GitHub","Pavan V","Assets modified remotely and added to gitignore","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Git Pull","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C21937889","GHES:Verify that when the gitignore file is untracked, tracked, modified locally, modified remotely it still ignores the assets added in it","Dinesh Babu","5/30/2023 7:17 AM","","1. The asset added to the gitignore should not be displayed in the commit changes pop up","","GitHub","Dinesh Babu","Gitignore is untracked","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," Manual","UI","Dinesh Babu","7/21/2023 12:00 PM"
"C21937890","GHES:Verify that when checking out a repo that has more than 1000 files to a project that have assets, after the error message the existing files in the project are not deleted","Dinesh Babu","5/30/2023 7:17 AM","","1. Exisitng assets in the project should not be deleted","","GitHub","Pavan V","Checking out a repo from an existing project that is connected to the repo","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the dropdown and select checkout out from git repo
4. Select a repo and branch
5. Click on Git checkout button","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C21937891","GHES:Verify user is able to commit more that 100 files without getting timeout issues","Dinesh Babu","5/30/2023 7:17 AM","","1. All the assets should be commited and tracked to git","","GitHub","Pavan V","100 untracked assets in the project","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the commit to repo button from git icon
4. Click on the commit button from Commit changes pop up","","","","","","","Master","S1"," In Progress","UI","Pavan V","8/25/2023 9:38 AM"
"C21937892","Verify that multiple expression is supported by the gitignore file such that it ignores all the assets or asset types added in gitignore","Dinesh Babu","5/30/2023 7:17 AM","","1. All the assets added to the gitignore should not be displayed in the commit changes pop up","56s"," Azure","Pavan V","*.slp
debug[0-9].txt
IgnoreTask.slt","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:56 AM"
"C21937893","Verify when an asset type is added to ignore in the gitignore file all those asset types  are shown in the commit changes pop up","Dinesh Babu","5/30/2023 7:17 AM","","1. All the asset type added to the gitignore should be displayed in the commit changes pop up","30s"," Azure","Pavan V","!important.log","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:56 AM"
"C21937894","Verify that the ignored assets are shown in the commit changes pop up once after deleting the git ignore file from the project","Dinesh Babu","5/30/2023 7:17 AM","","1. All the assets added to the gitignore should be displayed in the commit changes pop up","34s"," Azure","Pavan V","Gitignore file with expressions is deleted from the project","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:56 AM"
"C21937895","Verify that when an asset is in modified locally, modified remotely or having a conflict status is not ignored and shows in the commit changes pop up when the asset type is added in gitignore file","Dinesh Babu","5/30/2023 7:17 AM","","1. The modified asset added to the gitignore should be displayed in the commit changes pop up","89s"," Azure","Pavan V","Tracked asset is modified and the asset is added to gitignore file","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:56 AM"
"C21937896","Verify that when an asset or asset type that is added in gitignore is removed it shows up in the commit changes popup","Dinesh Babu","5/30/2023 7:17 AM","","1. All the assets that are removed from  the gitignore should be displayed in the commit changes pop up",""," Azure","Dinesh Babu","Asset or Asset type added to the gitignore file is removed","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," To Be Automated","UI","Dinesh Babu","6/12/2023 11:00 AM"
"C21937897","Verify that when a tracked asset is untracked it is not shown in commit changes pop up when it is added to gitignore","Dinesh Babu","5/30/2023 7:17 AM","","1. The modified asset added to the gitignore should not be displayed in the commit changes pop up","52s"," Azure","Pavan V","Tracked asset is removed and untracked and added to gitignore","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:56 AM"
"C21937898","Verify that when an asset is in add or remove status it is shown in the commit changes pop up when the asset is added in the gitignore file","Dinesh Babu","5/30/2023 7:17 AM","","1. The asset added to the gitignore should be displayed in the commit changes pop up","52s"," Azure","Pavan V","Asset in add or remove status added to gitignore","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:56 AM"
"C21937899","Verfiy if only modified assets are shown in commit to changes pop up when all the untracked files are added to gitignore","Dinesh Babu","5/30/2023 7:17 AM","","1. The modified assets  should only be displayed in the commit changes pop up","91s"," Azure","Pavan V","All untracked files added to gitignore","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:56 AM"
"C21937900","Verfiy that when all files are added to gitignore, work tree clean nothing to commit message is displayed","Dinesh Babu","5/30/2023 7:17 AM","","1. The work tree clean message should be displayed","30s"," Azure","Pavan V","All the assets in project added to gitignore","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:56 AM"
"C21937901","Verify that git pull updates the assets even when it is added to the git ignore file","Dinesh Babu","5/30/2023 7:17 AM","","The assets should be updated","27s"," Azure","Pavan V","Assets modified remotely and added to gitignore","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Git Pull","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:56 AM"
"C21937902","Verify that when the gitignore file is untracked, tracked, modified locally, modified remotely it still ignores the assets added in it","Dinesh Babu","5/30/2023 7:17 AM","","1. The asset added to the gitignore should not be displayed in the commit changes pop up",""," Azure","Dinesh Babu","Gitignore is untracked","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the Git icon on the top right 
4. Select Commit to Git repo","","","","","","","Master","S1"," Manual","UI","Dinesh Babu","7/21/2023 12:00 PM"
"C21937903","Verify that when checking out a repo that has more than 1000 files to a project that have assets, after the error message the existing files in the project are not deleted","Dinesh Babu","5/30/2023 7:17 AM","","1. Exisitng assets in the project should not be deleted",""," Azure","Dinesh Babu","Checking out a repo from an existing project that is connected to the repo","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the dropdown and select checkout out from git repo
4. Select a repo and branch
5. Click on Git checkout button","","","","","","","Master","S1"," To Be Automated","UI","Dinesh Babu","6/12/2023 11:00 AM"
"C21937904","Verify user is able to commit more that 100 files without getting timeout issues","Dinesh Babu","5/30/2023 7:17 AM","","1. All the assets should be commited and tracked to git","121s"," Azure","Pavan V","100 untracked assets in the project","Medium","STU-764","4.33.1.0","STU-764: (Support .gitignore) Improve GitHub performance with large number of untracked assets","","1. Navigate to Manager page
2. Select the project from the projectspace
3. Click on the commit to repo button from git icon
4. Click on the commit button from Commit changes pop up","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","11/1/2023 9:56 AM"
"C21962609","Verify that when doing a checkout on the project space level the folders in git repo are created as folders under project space","Dinesh Babu","7/31/2023 7:34 AM","","1. The folders with same name on repo should be created under the Project Space
2. The assets in the folder should match with the Repo","","GitHub","Dinesh Babu","Git Repo with folders","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the dropdown on the projectspace
3. Click on Git Checkout from Repository
4. Select the Repo and Branch
5. Click on Checkout button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962610","Verify that when doing a checkout on the project space level all the assets in the the shared folder in git repo checked out to the shared folder in the Project space","Dinesh Babu","7/31/2023 7:34 AM","","1. The folders with same name on repo should be created under the Project Space
2. The assets from the shared folder in Repo should be checked out to the shared folder under Project Space","","GitHub","Dinesh Babu","","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the dropdown on the projectspace
3. Click on Git Checkout from Repository
4. Select the Repo and Branch
5. Click on Checkout button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962611","Verify that when doing a checkout on the project space level, the files in the git repo apart from the folders are checkedout to the root folder under the project space","Dinesh Babu","7/31/2023 7:34 AM","","1. The root folder should be created under the Project Space
2. The assets outside the folders in Repo should be checked out to the root folder under Project Space","","GitHub","Dinesh Babu","","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the dropdown on the projectspace
3. Click on Git Checkout from Repository
4. Select the Repo and Branch
5. Click on Checkout button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962612","Verify that when doing a checkout on the project space level, the files in the git repo apart from the folders are checkedout to the root 1  folder which is created under the project space when there is a root folder already available","Dinesh Babu","7/31/2023 7:34 AM","","1. The folder(1)  should be created under the Project Space
2. The assets from the folder in Repo should be checked out to the folder(1) under Project Space","","GitHub","Dinesh Babu","","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the dropdown on the projectspace
3. Click on Git Checkout from Repository
4. Select the Repo and Branch
5. Click on Checkout button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962613","Verify that user is able to perform Git commit, pull, add, remove actions from the project space level","Dinesh Babu","7/31/2023 7:34 AM","","1. The untracked assets should change status to Added when user clicks on Add to Repo
2. The added asset should change status to Tracked when user clicks on Commit to Repo
3. The Tracked asset should change status to Removed when user clicks on Remove from Repo
4. The Removed asset should change status to Untrakced after Commit to Repo is clicked","","GitHub","Dinesh Babu","1. Repo with folders checked out to Project Space
2. Untracked Assets present in folders","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the dropdown on the projectspace
3. Click on Add to Repository (from git icon)
4. Click on Commit to Repository
5. Click on Remove from Repository (from git icon)
6. Click on Commit to Repository","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962614","Verify that user is able to perform Git add, remove actions from the created folders","Dinesh Babu","7/31/2023 7:34 AM","","1. The untracked assets should change status to Added when user clicks on Add to Repo
2. The added asset should change status to Tracked when user clicks on Commit to Repo
3. The Tracked asset should change status to Removed when user clicks on Remove from Repo
4. The Removed asset should change status to Untrakced after Commit to Repo is clicked","","GitHub","Dinesh Babu","1. Repo with folders checked out to Project Space
2. Untracked Assets present in created folders","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the projectspace
3. Select the assetss in folders and click on Add to Repo from Git menu
4. Click on Commit to Repository
5. Click on Remove from Repository
6. Click on Commit to Repository","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962615","Verify that user is able to perform Git  add, remove actions from the root folder","Dinesh Babu","7/31/2023 7:34 AM","","1. The untracked assets should change status to Added when user clicks on Add to Repo
2. The added asset should change status to Tracked when user clicks on Commit to Repo
3. The Tracked asset should change status to Removed when user clicks on Remove from Repo
4. The Removed asset should change status to Untrakced after Commit to Repo is clicked","","GitHub","Dinesh Babu","1. Repo with folders checked out to Project Space
2. Untracked Assets present in root folders","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the projectspace
3. Select the assetss in folders and click on Add to Repo from Git menu
4. Click on Commit to Repository
5. Click on Remove from Repository
6. Click on Commit to Repository","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962616","Verify that user is able to perform Git  add, remove actions from the shared folder","Dinesh Babu","7/31/2023 7:34 AM","","1. The untracked assets should change status to Added when user clicks on Add to Repo
2. The added asset should change status to Tracked when user clicks on Commit to Repo
3. The Tracked asset should change status to Removed when user clicks on Remove from Repo
4. The Removed asset should change status to Untrakced after Commit to Repo is clicked","","GitHub","Dinesh Babu","1. Repo with folders checked out to Project Space
2. Untracked Assets present in shared folders","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the projectspace
3. Select the assetss in folders and click on Add to Repo from Git menu
4. Click on Commit to Repository
5. Click on Remove from Repository
6. Click on Commit to Repository","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962617","Verify user is able to do Update git status from Project Space level, root, shared and other folders.","Dinesh Babu","7/31/2023 7:34 AM","","1. The locally updated assests changes status to Trakced Modified locally.
2. Remotely update assets changes status to Tracked Modified Remotely
3. Assets updated locally and remotely changes status to Tracked Conflict","","GitHub","Dinesh Babu","1. Repo with folders checked out to Project Space
2. Assets in the folders update locally/remotely/conflicts","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the projectspace
3. Click on the Update Git Status from the Git menu","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962618","Verify user is not able to checkout any repo on any of the folders created under project space","Dinesh Babu","7/31/2023 7:34 AM","","1. Git Checkout should not be available","","GitHub","Dinesh Babu","1. Repo with folders checked out to Project Space
2. Folders have assets in it","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the Project Space
3. Click on the Folders 
4. Click on the Git menu on the right of project panel","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962619","Verify user is not able to checkout any repo on any Project Space that has existing projects which is integrated to Github","Dinesh Babu","7/31/2023 7:34 AM","","1. Error message should be displayed","","GitHub","Dinesh Babu","1. Project Space have exisitng Projects connected to Git","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the Project Space dropdown
3. Click on Git Checkout from Repository","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962620","Verify that while checkout to PS when there is a existing proj with untracked assets user is able to do the checkout","Dinesh Babu","7/31/2023 7:34 AM","","1. The folders with same name on repo should be created under the Project Space
2. The assets in the folder should match with the Repo 
3. The existing Project becomes a folder with untracked assets","","GitHub","Dinesh Babu","","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the dropdown on the projectspace
3. Click on Git Checkout from Repository
4. Select the Repo and Branch
5. Click on Checkout button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962621","Verify user is not able to checkout any repo folders on any existing project","Dinesh Babu","7/31/2023 7:34 AM","","1. The folders from the repo should be skipped
2. Rest of the assets should be checked out","","GitHub","Dinesh Babu","1. Project already exists","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the Project dropdown
3. Click on Git Checkout from Repository","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962622","Verify user is not able to upload any assets on the project space level","Dinesh Babu","7/31/2023 7:34 AM","","User should not be able to upload or create any assets on Project Space level","","GitHub","Dinesh Babu","","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the Project Space
3. Click on + icon form the project panel to create or upload assets","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962623","Verify gitignore works for all folders when the gitignore file is present in the root folder","Dinesh Babu","7/31/2023 7:34 AM","","1. All the untracked files from all the folders should not show up in Commit message pop up","","GitHub","Dinesh Babu","1. Repo with folders checked out to Project Space
2. Gitignore file with expression to ignore assets present in root folder","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the Project Space
3. Click on Git Commit to Repository","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962624","Verify gitignore works for only that folder when the gitignore file is present in a particular folder","Dinesh Babu","7/31/2023 7:34 AM","","1. All the untracked files from the shared folder should not show up in Commit message pop up","","GitHub","Dinesh Babu","1. Repo with folders checked out to Project Space
2. Gitignore file with expression to ignore assets present in shared folder","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the Project Space
3. Click on Git Commit to Repository","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962625","Verify that when there are folders in same name in Snaplogic and in repo, when doing a checkout from repo the assets are checked out from repo folder to the folder already available in Snaplogic","Dinesh Babu","7/31/2023 7:34 AM","","1. The folder with assets will checkout the assets to the folder with same name available on Snaplogic","","GitHub","Dinesh Babu","","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the dropdown on the projectspace
3. Click on Git Checkout from Repository
4. Select the Repo and Branch
5. Click on Checkout button","","","","","","","Master","S1"," In Progress","UI","Dinesh Babu","8/28/2023 2:11 AM"
"C21962626","Verify that when there are more than one folders in the repo have 1000 files user is able to checkout the repo on the PS level","Dinesh Babu","7/31/2023 7:34 AM","","1. The folders with same name on repo should be created under the Project Space
2. All the assets in the folders should match with the assets in Repo folder","","GitHub","Dinesh Babu","","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the dropdown on the projectspace
3. Click on Git Checkout from Repository
4. Select the Repo and Branch
5. Click on Checkout button","","","","","","","Master","S1"," Manual","UI","Dinesh Babu","8/23/2023 8:35 AM"
"C21962627","Verify that doing a checkout to a project on PS level to an exsiting PS where it has more than one folder having 1000 assets the user is able to do the hard reset checkout without timeout issues","Dinesh Babu","7/31/2023 7:34 AM","","1. The folders with same name on repo should be created under the Project Space
2. All the assets in the folders should match with the assets in Repo folder
3. Existing folders should be removed","","GitHub","Dinesh Babu","","High","STU-2550","4.34","STU-2550: Support tracking folders in backend for git","","1. Navigate to Manager page
2. Click on the dropdown on the projectspace
3. Click on Git Checkout from Repository
4. Select the Repo and Branch
5. Select Hard Reset
6. Click on Checkout button","","","","","","","Master","S1"," Manual","UI","Dinesh Babu","8/23/2023 8:35 AM"
